	tweets	isRoadIncident
750	highway: Avalanche control planned for today, February , at p.m., at milepost . Please plan accordingly. #wyoroad	1.0
751	 So sorry! Could you please send us a DM with what happened? Thank you!	0.0
752	Turnpike Roadwork on Pennsylvania Turnpike highway eastbound between Exit - PA and Exit - highway/To highway affecting the shoulder	1.0
753	CLEARED: Roadwork on highway northbound between Boot Rd and PA .	1.0
754	and hijabs stand for not radicalisation.	0.0
755	How TM Krishna took beyond fixed formats	0.0
756	4am: The far reach of our radar is starting to sample the top of #Irma's eye. #FLkeys #flwx 	0.0
757	CLEAR-- EB express at Avenue Rd #COLLISION left lanes	1.0
758	British Prime Minister Theresa May says she wants to hold early election on June 8: Reuters	0.0
759	Having a baby is exciting! But it can be difficult if you suffer from postpartum, like May. See what helped her cope 	0.0
760	Today we're at Elmington Park- West End Avenue, Nashville from - &amp; Brentwood End of Summer Fest- Franklin Rd Brentwood from -!	0.0
761	Have u seen the new videos for #PURPOSE we dropped yesterday? Which one is your favorite? 	0.0
762	Modi's call to ensure justice for women facing evil customs.	0.0
763	Why schools in Calcutta (and elsewhere) are stunned by imposition plan.	0.0
764	flashing light. (And paying for parking).	0.0
765	#Alert: WP-AM-Expect delays up to minutes due to traffic congestion	1.0
766	Subir Bhaumik on why in should worry Calcutta	0.0
767	activist is killed	0.0
768	/ Subscribe to #RogansList, work the list every day, win your country back. Done.  #Resistance	0.0
769	Incident on #QM4Bus EB from 6th Avenue: 34th Street to 6th Avenue: 57th Street 	1.0
770	Sukanta Chaudhuri on and what it means for Indian	0.0
771	venues and audiences.	0.0
772	New: Crash in Miami-Dade on highway south at Exit highway East - Miami Beach/SR- West - Airport, left lane...	1.0
773	contact.	0.0
774	"""It's a good day to be a farmer in the Chesapeake Bay watershed."" - Secretary of Agriculture Tom Vilsack "	0.0
775	#MercedesBenz sold more than , vehicles in August and travels to the #IAA2017 with a new sales record #mbsales 	0.0
776	I-35W SB: Debris on roadway from Exit 31B - Lake Drive to Exit - 95th Avenue (Lexington). 	1.0
777	KI Announces #ActiveDesign Twitter Chat w/   / 11AM CST	0.0
778	I’m sad to hear that Andy Grove has died. I loved working with him. He was one of the great business leaders of the 20th century.	0.0
779	3 arrested in connection with of men on polling day in Budgam on April 9: Police.	0.0
780	Dargah Trust volunteers in SC to clear in 908sq metre.	0.0
781	India may make it illegal for social messaging platforms to share personal data.	0.0
782	lotus garden dreams	0.0
783	HWY closed at Hunters Point (west of Yonge) due to a major collision, heavy delays both directions	1.0
784	Bengal wishlist	0.0
785	In stone-pelters miss Mehbooba's brother but he gets the message.	0.0
786	Incident on #LLine Both directions from 6th Avenue-Ave Of The Americas Station to 14th Street-Union Square Station 	1.0
787	Why a list may not be a good idea.	0.0
788	Watching the conservation discussion at #AgOutlook? Check out Sec Vilsack &amp; USDA's #USDAResults in conservation → 	0.0
789	No Change in word limit in RTI queries; no application will be rejected only on the ground of containing more than 500	0.0
790	Roadwork on highway northbound between Exit - highway East and Mile Post: .. There is a traffic disruption.	1.0
791	This mighty Albatross carried missile torpedoes	0.0
792	Kabali's spell	0.0
793	traveling from depression to anxiety, round trip nigga 	0.0
794	Now accepting offers on BLVD EAST 16J #WestNewYork #NJrealestate  	0.0
795	A337 #Lyndhurst - Slow Southbound on Romsey Road between Mill Lane and A35 High Street, delays of minutes. 	1.0
796	, or merchandise consisting of or including a veterans' memorial, headstone, marker, or related object valued at less than $,.	0.0
797	#Scottsdale ==== COLLISION UPDATE, SB before Chaparral, ( Right Center Lanes Now Blocked ). 	1.0
798	The right lane is blocked on highway West at Causeway Boulevard due to a disabled vehicle. Congestion is minimal.	1.0
799	Why should only private doctors face punishment?	0.0
800	If you love ice cream, then get the scoop on Chicago's top picks: 	0.0
801	"Hamlin County Fatal Crash

What:   Two-vehicle crash
Where:  U.S. Highway , mile marker ,  miles south... "	1.0
802	If you don't like The Office. Fuck you	0.0
803	"In , . million premature deaths (-) from #NCDs 
People dying in their most productive years hurts us bey… "	0.0
804	Updated: Emergency vehicles in Broward on Hallandale Beach Blvd west at S Dixie Hwy, right lanes blocked. Last...	1.0
805	Alcohol addiction led to True Blood actor Nelsan Ellis’s death. He’s far from alone. via 	0.0
806	Education rankings throw up surprises.	0.0
807	 Okidoki, we'll check in on Sunday to see what happens then. Happy travels and stay safe. Keep the pics coming please. 🙂	0.0
808	No govt probe yet into video on by army.	0.0
809	highway, Mi N of highway, Off Ramp, Delay &lt; 20min, Road maint ops are occurring, use caution. Ramps Affected.... 	1.0
810	Wine, wine &amp; more wine - -hour getaway to New York’s wine country ~ #travel #places rt 	0.0
811	Berwyn School district starts classes tomorrow! is at Proksa Park with info for homeless students to s… 	0.0
812	COMPLETE highway MM . EB near Rural / mile Left lanes closed &lt;= mins due to a vehicle fire	1.0
813	"LIVE #AgOutlook: Iowa Governor ""Agriculture is increasingly high-tech. With technology helping adv… "	0.0
814	"Road Work on Eastbound highway EB at Mile Marker .

Comments:
highway EB MM Escape ramp closed"	1.0
815	Starting Monday, #SprainBrookParkway over Payne Street reduced to lanes in each direction. Visit… 	1.0
816	Cleared: Construction on #BuffaloStreet Both directions from START ROUTE Buffalo Street; North 12th Street to Exit  - NY ; highway;...	1.0
817	Mohandas Pai backs Murthy against COO pay hike.	0.0
818	The right lane of northbound SR between 140th Way Southeast and Cedar River Park will be closed from : a.m. to p.m	1.0
819	CLEARED: Sheridan Rd - Southbound, south of Shiloh Rd in Zion the right lane is blocked due to a crash. Expect delays.	1.0
820	In court's limit of 500m leaves very few watering holes (and is dry).	0.0
821	 Then go ahead and change all street signs, yes even those named MLK BLVD or Rosa Parks blvd.… 	0.0
822	Updated construction pictures of the Six Million Gallon Supplemental Water Treatment Plant in Dickinson. 	0.0
823	It's 2017. making law to ban And MHA is sitting on draft.	0.0
824	'It's the right thing to do': Vancouverite fighting for non-binary gender marker on health card, driver's licence 	0.0
825	Every Salt Lake City Cops &amp; University of Utah Cops That Participated In This Nurse Being Arrested Needs To Be... 	0.0
826	Updated: Crash in Brevard on highway south at MM and traffic backed up until Citrus Blvd, right shoulder...	1.0
827	A to tackle less wheat	0.0
828	Construction on #JLine Both directions from Broadway-Eastern Parkway Station to Jamaica Center-Parsons/Archer...	1.0
829	 Please stay safe and let us know if you have any questions.	0.0
830	Some diplomats worry over choice of as chief minister.	0.0
831	Sita's birthplace	0.0
832	US26 Moose - Moran Jct: Closed BOTH DIR due to winter conditions. -JAN : #wyoroad	1.0
833	CBI books 12 leaders in case.	0.0
834	CEO Chris Policinski discussing climate smart ag with Sec. Vilsack. #USDAResults 	0.0
835	Precision maps are a powerful new tool in the fight against malaria: via and 	0.0
836	Battle Begins to Restore Protections for Greater Yellowstone Grizzly Bears 	0.0
837	Massive Protests Await Trump in New York City, Roads Blocked, Heavy Secret Service Presence (VIDEO) 	0.0
838	 , we are sorry to hear that. Please tell us your country of residence we will contact you.	0.0
839	UPDATED: Hwy remains closed, evacuation order still in effect for Philpott Road wildfire 	1.0
840	 so what did you think about #QueenSugar tonight?	0.0
841	Sex offender housing and mobility: Recent research 	0.0
842	#MilwaukeeCounty highway WB all lanes now open. 	1.0
843	#Lyft co-founder's vision to 'end traffic': congestion-priced roads #free #rideshare	0.0
844	Pleased to be #FamiliesDay with our #F35 model today. Find out more about what the F- can do:… 	0.0
845	Update: Incident on #7Line BOTHDIR from 34th Street-Hudson Yards Station to Main Street-Flushing Station 	1.0
846	How self-belief has kept him on top of the game.	0.0
847	Cleared | ROCK Co | Fire | highway NB | MILE MARKER | Right Lane | 	1.0
848	Disabled vehicle on highway westbound between Mile Post: . and Mile Post: .. There is a lane restriction.	1.0
849	In meetings w/ &amp; in #London, we reaffirmed that the #specialrelationship is unbreakable. 	0.0
850	Feeling So Good Right Now!!! CLARITY IS KEY!!! #SundayFunday	0.0
851	Calcutta's suddenly cannot have enough of mother's dishes --but outsourced from outlets.	0.0
852	UPDATE: Delay btwn Church and VN has cleared. IB #subwaysvc is resuming w/ heavy congestion btwn WP &amp; Civic Center.	1.0
853	In case for costs NGO a contract for soup kitchens.	0.0
854	Cleared: Crash in Duval on highway west ramp to Exit highway W, off-ramp left lane blocked. Last updated at ::11PM.	1.0
855	Construction on #US30 EB at West of Casino Parking 	1.0
856	algo_mgm: Crash on highway NB @ MP ramp to Exit : highway; SR ; South Blvd in Montgomery	1.0
857	is -- and not to blame for stipend crisis faced by 4000 scholars?	0.0
858	You can watch #SuperSoulSunday Live on my Facebooked in minutes wherever you are in the world. Join me !	0.0
859	TOMORROW: NB and SB highway will be closed between SR and highway from am to am for the Jeremiah Morrow Bridge i… 	1.0
860	7 Indian to scrap tags for handbaggage.	0.0
861	" -but am right on board with the claim ""subgroup of set 'Christians' practices X as a marker"" because… "	0.0
862	Disabled Vehicle: SB on highway at American Legion Bridge in Fairfax Co. No lanes closed. Potential Delays.:20AM	1.0
863	Updated: Crash in Sumter on highway north at MM and traffic backed up until MM , all lanes blocked. Last...	1.0
864	3 men die trying to save friend from on	0.0
865	Perfectly happy with the players we've got	0.0
866	"Look ma, no hands! Shop for your mischief makers: 
 "	0.0
867	#Friyay isn't the only reason to #danceitout, ! #UBox #TVAD shows #moveatyourownpace is real, #SLC. 	0.0
868	Mecca issues picture cards.	0.0
869	 No mustard and no napkins in the bag. I still love you Portillo's, but today was disappointing. 	0.0
870	Do you own a small US business and want to expand sales internationally? Get #readytoexport with these videos! 	0.0
871	Lane closed in #Spokane on Hwy NB at W Dalke Ave #traffic 	1.0
872	With Groundbreaking Broadcast, 'CBS This Morning' Gives First Glimpse Into One World Observatory #OneWTC	0.0
873	India to end culture of sirens on cars.	0.0
874	We hear you. Appreciate and honor your trust. I love these characters. I love US! #QueenSugar 	0.0
875	🚩Pro-tip: Plan on getting to Friday's #HokieGrad 🎓🦃 ceremony EARLY to avoid the traffic/parking backups ➡️… 	0.0
876	Cleared:RT in Wallingford #VT will be closed again today till pm for roadwork. Seek alternate route.	1.0
877	Omar Elabdellaoui looks like will sign a new contract with #Olympiacos. [Nettavisen] 	0.0
878	 This guy makes Keith Richards look sober and clean!	0.0
879	orders sale of slice.	0.0
880	Jürgen Becky on the importance of innovation for the mobility industry at today's Expo Day of in S… 	0.0
881	Want to bring #agriculture sustainability to scale? Here’s how, via  #USDAResults	0.0
882	UPDATE: Roadwork on highway northbound between Mile Post: . and Mile Post: .. There is a lane restriction.	1.0
883	Congrats to He broke the week Spotify streaming record with #Purpose! 	0.0
884	"Butler County - Pavement work requires lane closures on U.S. Route 
"	1.0
885	Lane restrictions on highway in Warren County begin March #iatraffic 	1.0
886	On highway southbound at highway Interchange there is a collision blocking the right lane.	1.0
887	CLEARED: Disabled vehicle on highway eastbound between Exit: highway East - International Airport and Exit - Ben Franklin Pky/23rd St.	1.0
888	Update: Incident on #7Line Both directions at 61st Street-Woodside Station 	1.0
889	but water pact remains elusive for India	0.0
890	#pdxtraffic UpDATE/Stall on highway NB ramp to highway WB (east of the Vista Ridge Tunnel) is cleared.	1.0
891	CLEARED: ACCIDENT IN ROADWAY-PROPERTY DAMAGE at GILEAD RD &amp; highway TO GILEAD RD RA SB	1.0
892	ORE99W, Hwy , Delay 20min-2hrs, A crash has occurred NB @ the Intersection w/ OR-, left ln closed.... 	1.0
893	 Thank you for putting on such a wonderful event. We all enjoyed the beautiful day. ^TA	0.0
894	Incident on #LLine at Bushwick Avenue-Aberdeen Street Station 	1.0
895	"you: Asian names are hard
you: I love the music of Tchaikovsky
you: Schwarzenegger movies are great
you: my fav Targaryen is Daenerys"	0.0
896	African hunt in Noida	0.0
897	Have you heard? Gensler is one of America's Best Employers. Check out full list: 	0.0
898	Updated: Crash in Orange on highway east at Exit 83B SR-, on-ramp left lane blocked, lanes blocked (for...	1.0
899	Cncl Blfs: Overnight ramp closure/interstate lane shifts at S Exprswy &amp; NBI29/WBI80 2nite 	1.0
900	 This is an absolute beauty John, the level of detail is truly AMazinG! 😉 Does this have pride of place somewhere?	0.0
901	 Good Q. These are just a few of our many rankings we're proud of. Here are some of o… 	0.0
902	ED finds leader Chhagan Bhujbal's connection with shell companies after conducting raids in and	0.0
903	"Crash
EB highway at MP (Kimball Jct ONR/ SR- Jct) Summit Co.
Est. Clearance Time: : PM"	1.0
904	When gave this MP a bus all to himself to board flight...as 'goodwill'	0.0
905	Cleared: Construction on #GardenStateParkway NB from South of Raritan Toll Plaza to South of Exit - highway/highway/NJ 	1.0
906	New: Unconfirmed crash in Marion on highway north at MM , right lane blocked. Last updated at ::01PM. #fl511 	1.0
907	Today, we commemorate years of #FlagDay! In , inventor Kelso received a #patent that helped flags hold up t… 	0.0
908	Run into #FoodSafety ?’s while prepping dinner? We’re here to help! The Meat &amp; Poultry Hotline is now open ‘til 6pm… 	0.0
909	transferred in 1st major shuffle by	0.0
910	Be politely forceful and say NO! to puppet masters. 	0.0
911	Envoys worry over India and taxing sanitary napkins	0.0
912	New: Planned construction in Marion on highway north at CR-, right lane blocked. Last updated at ::36PM. #fl511 	1.0
913	In honor of #healthliteracy month, we’re sharing tips to help you make more informed choices this #openenrollment #oechat2017	0.0
914	The secret's out: Polo #Spring looks are available now for the whole family. 	0.0
915	China lodges protest with India's Ambassador in Vijay Gokhale over the visit to Arunachal Pradesh: Foreign Ministry.	0.0
916	Amit Roy on an potboiler.	0.0
917	Puritans and critics be damned	0.0
918	highway MM . SB at highway / mile Ramp slow hours due to construction work	1.0
919	Construction on #7Line BOTHDIR from 42nd Street-Times Square Station to Queensboro Plaza Station 	1.0
920	 That doesn't sounds good Mikey! You can get device support and tutorials here Hope this helps! ^KiaJ	0.0
921	Air India lifts no-fly ban on MP	0.0
922	There's still more work to do, but let's celebrate how far we've come. 	0.0
923	Updated: Crash in Palm Beach on highway south at Exit Atlantic Ave and traffic backed up until Woolbright Rd, ...	1.0
924	Try hacking India's Election Commission challenges all.	0.0
925	New: Crash in Orange on highway east at Exit 83B SR-, on-ramp left lane blocked, right lane blocked. Last updated...	1.0
926	Sajeda Momin on why as CM is a logical milestone of the death of the	0.0
927	Legendary coach Bill Walsh knew how to build a team and it all started w/ these team building fundamentals… 	0.0
928	Ashok V Desai notes that is yet to say a word on whether achieved its goals.	0.0
929	PHOTOS: Check out the latest production progress of the next GOES-R series #weather #satellites! 	0.0
930	More proof supporters are completely delusional. 	0.0
931	 Hi Shelbie. You can learn about disabled accounts in more detail here: Thanks! -AF	0.0
932	#A494 : Now clear : Eastbound : Queensferry to A55 J33B Ewloe : Incident : Accident : Congestion : Delays	1.0
933	MPD reports starting August , through September , ,the right southbound lane of East Basin Drive SW wi 	0.0
934	roads	0.0
935	We create chemistry that makes phytase love challenging environments. Find out how: Visit us at #VIVAsia at Booth … 	0.0
936	We've got a RUSH HOUR on highway Southbound - JAMMED from Cottman all the way down to Girard 	1.0
937	Paris	0.0
938	India's opaque law	0.0
939	"Only ⃣ of our #TravelTime routes are above-average: 

I'm as excited as seeing… "	1.0
940	India has changed	0.0
941	Backups ~4mis on highway EB at Exit 242A due to wreck. All lanes closed. Expect delays. #Update 	1.0
942	#DidYouKnow #Propane is naturally colorless and odorless? Ethyl Mercaptan is added to give it an identifying smell.… 	0.0
943	 We bet you will, and we can’t wait ‘til the day we get to welcome you to our #mbFamily, Litha! Will you keep us posted? 😊	0.0
944	indignation remains well-fed	0.0
945	convoy attacked on Parimpora-Panthachowk bypass in Police	1.0
946	Heavy traffic on east at the Georgetown ramp. 	1.0
947	What industrialists did when asked them a question on	0.0
948	who took to social media complaining of bad food	0.0
949	Workplace solutions are for the entire workforce, not just millennials. Read why in #GenslerOn 	0.0
950	Roadwork on highway southbound at Mile Post: .. There is a shoulder closed.	1.0
951	says	0.0
952	New: Planned construction in Broward on Sunrise Blvd west before University Dr, right lane blocked. Last updated...	1.0
953	Begum Jaan	0.0
954	Road construction, left lane closed in #Atlanta on highway SB at Fulton St, stop and go traffic back to Edgewood Ave, delay of mins	1.0
955	made to trek 2km to fetch water for	0.0
956	Setting up court at home	0.0
957	New: Incident in Osceola on Floridas Turnpike north at Exit Osceola Pkwy, all lanes blocked. Last updated at...	1.0
958	 Local access will be maintained up to the construction zone.	1.0
959	That moment when tries to steal job. #LateLateShow 	0.0
960	For this visiting Prime Minister	0.0
961	"""This Mother’s Day, say thank you. Say, 'I love you.'"" —President Obama "	0.0
962	UPDATE: All lanes have reopened on highway east at Frederick Blvd in Portsmouth. #hrtraffic	1.0
963	Trump repeals Obama-era broadband rules.	0.0
964	and more.	0.0
965	Research seats at hit again as regulator tightens rules for guides.	0.0
966	. and have some interesting motivational tactics in pushing their hometown teams to win the… 	0.0
967	Cleared: Incident on #LLine Manhattan bound at 1st Avenue Station	1.0
968	highway SB in Brattleboro is reopened.	1.0
969	Debris on roadway on highway westbound between Exit 29A - PA South and Exit - Shartlesville. All lanes closed.	1.0
970	Updated: Construction on #DLine Both directions from 205th Street-Norwood Station to Bedford Park Boulevard Station 	1.0
971	Updated: Construction on #JLine Both directions from Crescent Street Station to Jamaica Center-Parsons/Archer...	1.0
972	cannot be stopped from using in other schemes like opening of bank accounts	0.0
973	SB past Busch Blvd a crash and traffic is slow approaching. Travel Time SB Bearss into downtown Tampa is 22minutes.	1.0
974	Vehicle off the roadway on Garden State Parkway southbound exiting at Exit - CR exit ramp open	1.0
975	and more.	0.0
976	hotel fire in Calcutta road blocked	1.0
977	"Vehicle Accident on Northbound highway NB at Mile Marker ..

 of northbound lanes are closed.

Be prepared to stop."	1.0
978	Voting pattern shows cofounder	0.0
979	Justice asks Chief Justice of India	0.0
980	As learns to follow rules	0.0
981	#Beliebers! For the first time COMPANY is the most requested song of the hour! #MostRequestedLive 	0.0
982	Heat wave coming	0.0
983	A peek into FIR against leaders in case.	0.0
984	CLEARED: Construction; highway WB, btwn mi E of Exit125 &amp; I126-Columbia.| :04A	1.0
985	What Sushma forgot in racism sermon: Modi	0.0
986	Cleared: Planned construction in Miami-Dade on SR- north at SR-/NW St/Miami Int'l Airport, right lanes blocked. Last updated...	1.0
987	How to win friends and influence people. With cows.	0.0
988	Crash -: Title: New Mexico at mile marker 1Description: NM - Dixon - Northbound Lane Closure due to car ... 	1.0
989	CM assures impartial probe	0.0
990	Some Appalachian Power property on Smith Mountain Lake will be sold 	0.0
991	Nobody can do these Chicago-style foods like we can: 	0.0
992	Centre overrides Bengal	0.0
993	Live discussion: It's lunchtime with Jonathan Gold 	0.0
994	Michelin Inspectors: Food Industry Spies 	0.0
995	UGC extends funding scheme for	0.0
996	 Yikes, Trey! Three weeks is way too long for a downed wire! Please DM us your account information so we can get on this! ^BenG	0.0
997	In varsity	0.0
998	Gender equal science is better science! My speech at the European launch of #ELSGENDER17 report -… 	0.0
999	"""Engagement is the new differentiator"" in commercial real estate -Lisa Amster #CRE #bisnow  "	0.0
1000	Cleared: Incident on #I278 EB at Exit - Todt Hill Road; Slosson Avenue; Ramp	1.0
1001	Updated: Planned construction in Broward on Sunrise Blvd west before NE 15th Ave, left lane blocked. Last updated...	1.0
1002	Donation drive planned in Bel Air Wednesday to aid Harvey victims 	0.0
1003	 I can't believe you don't think Owens is a great wrestler, is Vader also just fat guy to you?	0.0
1004	retains assembly seat	0.0
1005	Sunanda Datta-Ray on the journey from light to	0.0
1006	#ChrisPine puts on a clinic in the art of the #Polo Ralph Lauren linen suit.  	0.0
1007	Cleared: Disabled Vehicle: NB on highway at MM154 in Prince William Co.:08PM	1.0
1008	Dairy Data: Monthly update covers domestic supply/demand/trade of various #dairy products.  #milk	0.0
1009	Work Zone: Moving Work Crew on Westbound highway from West Grand Blvd to Michigan Ave the left lane is closed until :30AM.	1.0
1010	Why renamed places in	0.0
1011	Why African envoys are upset	0.0
1012	"*watches video of nurse brutalized by cop* 

White PPL: ""She didn't do anything wrong&amp;still got arrested. How could… "	0.0
1013	Hampton Rds-Friendly rain reminder: If your wipers are on, headlights should be on too! #hrtraffic	0.0
1014	OKC: I40 WB JE I44 is a non-injury accident with the roadway clear...teg	1.0
1015	highway, from Mi W of Hood River to Troutdale, Closed, The hwy is closed WB @ Exit : West Hood River / Westcliff... 	1.0
1016	If you live S of #Atlanta &amp; haven't checked #PeachPass you need to. Getting by jam makes it worth the price!… 	0.0
1017	No supporting any activity that is violent...against the law: Ram Madhav.	0.0
1018	Updated: Incident on #NJ34 Both directions at CR /Colts Neck Rd 	1.0
1019	handling bullies	0.0
1020	Jason was here, train accident w/ Japan and East, GS Shasta Satgurunath, Deepak Scorpio NO, paths Hardiwar Vishnu Shiva Mario. Planned?	1.0
1021	CLEARED: Roadwork on highway northbound between Exit - PA /PA and Mile Post: ..	1.0
1022	NBA Street Gamebreakers Be Like..😂🏀 	0.0
1023	Updated: Incident on #7Line Both directions at Main Street-Flushing Station 	1.0
1024	Why Sena lawmakers are opposing harsher steps for those assaulting public servants.	0.0
1025	Thanks to Glade Spring, Va. employees show for showing their #RTMD2016 spirit. 	0.0
1026	NIFA programs salute and assist Veterans and their families 	0.0
1027	.  tours the Consolidated Grain &amp; Barge Co., Riverside Terminal barge &amp; observes the process in Cin… 	0.0
1028	Disabled vehicle. left lane partially blocked on highway EB at 25th St #traffic 	1.0
1029	 Happy to help out! I'm sure the kids will love them!	0.0
1030	Carolyn W. of #Montana gives her #MovingHelp® stars! See unedited reviews for #movers local to you &gt;&gt;… 	0.0
1031	Not a girl reared by monkeys	0.0
1032	Find out about previous winners &amp; history of #ICISAwards  to enter 	0.0
1033	On Monday /, we will start the process of replacing the existing north-south stop signs at SW Ct / Terr with east-west stop signs	0.0
1034	"Great for the game. Well done 

USA Football unveils changes to help youth players grow into game "	0.0
1035	I try to visit India at least once a year. I’m inspired by something new every time: 	0.0
1036	This the most suburban tweet I've ever seen. 	0.0
1037	  Merge with $FOSL ? Health + Fashion = solid Apple Watch alternative	0.0
1038	Fewer Pollution	0.0
1039	FCRA slap on NGO for lobbying...But was it doing so as part of govt campaign?	0.0
1040	Cleared: Construction on #US322 Both directions from CR /High St to West of CR /CR /CR 	1.0
1041	but you should not.	0.0
1042	highway EB: Exit ramp closed at Exit - MN ; University Avenue (Fridley). 	1.0
1043	 Religion is the lazy person's excuse for closed minds, contempt for education, and lack of courage in life.	0.0
1044	What Calcutta is doing to get mom to accept her calf.	0.0
1045	highway W in Davidson Co Crash Multiple Vehicles at EXIT 209B: SR- / US-70S- / BROADWAY, DEMONBREUN ST. at : AM / est clear by :	1.0
1046	 Hi Jezebel, you have a very beautiful and stylish friend there. Thanks for sharing this with us. Will you see each other soon?	0.0
1047	the trauma... of driving without the red	0.0
1048	Biz has important role to address water scarcity, which is why we're reducing use in our own operations #WWWeek 	0.0
1049	Cleared: Construction on #GLine Queens bound from Church Avenue Station to Smith-9th Sts Station	1.0
1050	 #KPWWW I almost stepped in Nugget's poop 💀💀 	0.0
1051	What results mean for others.	0.0
1052	Updated: Incident on #B67Bus at Downtown Brooklyn 	1.0
1053	Doug Wheeler has transformed a gallery at the into an immersive, silent installation using 	0.0
1054	Supreme Court may hear key cases during summer break.	0.0
1055	After the NFL’s white players are called out, Eagles’ Chris Long steps up 	0.0
1056	"Thank you Best of luck next season.

Next up is from 

#CCFootballChat"	0.0
1057	Govt to set up panel to study service conditions of paramilitary forces.	0.0
1058	RT radioairenews: TRAVEL: Slow traffic on A6120 Ring Road (Seacroft) Westbound around A64 York Road / York Road, congestion on A64 to Kidda…	1.0
1059	New: ACCIDENT highway WB AT HANLEY RD BE PREPARED TO STOP EST. CLEARANCE TIME: : AM	1.0
1060	Sweeties, #QueenSugar is back tonight at /9c. Tweet, tweet! #GimmeSugar 	0.0
1061	Stevens: Snowing - Compact snow &amp; ice on roadway. Avalanche control work is planned on Tuesday Feb. from am to 	1.0
1062	 new talk show is coming to starting today! Every Monday-Friday at 6p ET. 🙏🏾🙏🏾 	0.0
1063	New incentives for #EV drivers in New Zealand: #heavy-duty #electric #vehicles are now exempt from road use fees! 	1.0
1064	Supreme Court asks 6 states to explain why vigilantes should not be banned.	0.0
1065	"Counting Down #TenTallest Skyscrapers: 
#. One World Trade Center (, feet)   "	0.0
1066	say sources	0.0
1067	Reservoirs to financial deal	0.0
1068	Only to ways to tackle world's says Prabhat Patnaik.	0.0
1069	"Stay tuned for the FULL U- &amp; U- North American Championship uniform unveil! 👀 👀

#EarnYourStars "	0.0
1070	SC to hear various petitions on the Constitutional legitimacy of today	0.0
1071	 Thanks for the shout out and using #uhaulfamous! 😃	0.0
1072	Vijayvargiya dares to arrest leaders.	0.0
1073	and welfare	0.0
1074	Cleared: Crash in Miami-Dade on highway south beyond Exit SR-/Miami Gardens Dr, right lanes blocked. Last updated at ::39PM.	1.0
1075	Pak terms for access	0.0
1076	. gives a salute to the legends and for their phenomenal work on calling last night’… 	0.0
1077	I believe the decline in civics education is contributes to our current political polarization. Read more here: 	0.0
1078	but court grants him bail.	0.0
1079	"Curly arrows show the movement of an electron pair
examples:
Lone pair to bonding pair
Bonding pair to lone pair
Bonding pair - bonding pair"	0.0
1080	Multi vehicle crash on highway southbound between Exit - highway North and Exit - PA /To PA . There is a lane restriction.	1.0
1081	CLEARED: ACCIDENT IN ROADWAY-PROPERTY DAMAGE at W W T HARRIS BV #CLT #CMPD_North	1.0
1082	In UP	0.0
1083	Vehicle fire on highway West btw Exit - highway/U202/Lake Ave (Danbury) and Exit - highway (Danbury) all lanes closed...	1.0
1084	If you can't figure this out you're truly comfortable only using the reptilian part of your brain. 	0.0
1085	Defence Partnership	0.0
1086	"Vehicle Accident on Eastbound highway EB at Mile Marker ..

Use caution when traveling through this area."	1.0
1087	. has a resource page for #Irma information and #safety tips. Go to 	0.0
1088	#north Carolina # south at mile marker . Does any one if there are survivors? Carolina dot 	0.0
1089	Share your mental health stories with #mentalhealth140 #WMHD16	0.0
1090	Why India is trying to seal with	0.0
1091	 Hi there. If someone is bothering you in Facebook message, please follow these steps: Thanks! -CB	0.0
1092	Cleared: Incident on #HarlemRiverDrive SB from Exit - Madison Avenue to Franklin D. Roosevelt Drive; END ROUTE Harlem River Drive	1.0
1093	3 quaint digs for those on a budget (or even less).	0.0
1094	Stop your liberal bitching &amp; Text LOVE to to donate $ to Humane Society disaster relief fund 2help the animals of Hurricane Harvey.	0.0
1095	Per Fewer than in Americans know alcohol can cause cancer, even as the evidence has grown 	0.0
1096	WY22: Avalanche control btwn Jackson &amp; the Idaho line from mp to , road closure scheduled for Feb at A.M. #wyoroad	1.0
1097	BSF dismisses Constable Tej Bahadur Yadav from service after a court of inquiry. Bad quality food allegations were base	0.0
1098	lose their light	0.0
1099	#WHOElection #NextDG #WHODG Keep policy and priority setting free of commercial influence! 	0.0
1100	How theatre festival got muffled.	0.0
1101	road to economy	0.0
1102	Improving public schools in rural areas is essential to developing human capital needed for bio industries that contribute to #RuralResults.	0.0
1103	Accident. three right lanes blocked in #WestSide on Lp SB approaching Culebra, stop and go traffic back to Babcock, delay of mins	1.0
1104	Updated: Planned construction in Broward on highway north beyond Hallandale Beach Blvd, left lane blocked. Last...	1.0
1105	#iaintyourmama with force of nature after her show #allIhave ! My minute… 	0.0
1106	veggies	0.0
1107	Incident on #BLine SB from Prospect Park Station to Kings Highway Station 	1.0
1108	On highway northbound just north of Columbian Way there is an incident blocking the right lane.	1.0
1109	Cheering on my pal on finale next Tuesday on Start voting for him:… 	0.0
1110	Gujarat turns avenger	0.0
1111	model for Modi	0.0
1112	India plans to deport refugees.	0.0
1113	construction: On Chain Bridge Road North between Whitehead Street and North Street in Fairfax Co. All NB &amp; all SB travel lanes closed.:52AM	1.0
1114	 Oops, sorry for the typo, John.	0.0
1115	A beautiful bay!!! Thx to my new D23 associate Carlos!!! Thank you!!! 	0.0
1116	Delhi CM put on trial in a criminal defamation case filed against him by Union Minister Arun Jaitley in matter.	0.0
1117	Foreign journalists in North Korea gather for 'big event' amid tensions	0.0
